Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Provision for Loan Losses";"Net Revenue after Provisions";"Total Non-Interest Expense";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
MTB;335339;USD;2014;Q2;2014-06-30;2014-08-07;2015-08-05;130856000;131828000;1129581000;-30000000;1099581000;-667660000;431921000;-4055000;427866000;-143530000;284336000;;284336000;284336000
MTB;335339;USD;2014;Q3;2014-09-30;2014-11-06;2015-10-30;131265000;132128000;1124284000;-29000000;1095284000;-665359000;429925000;-4114000;425811000;-150467000;275344000;;275344000;275344000
MTB;335339;USD;2014;Q4;2014-12-31;2015-02-20;2017-02-22;131467000;132294000;1120860000;-33000000;1087860000;-666221000;421639000;;434262000;-156713000;277549000;;277549000;277549000
MTB;335339;USD;2015;Q1;2015-03-31;2015-05-08;2016-04-29;132049000;132769000;1099791000;-38000000;1061791000;-686375000;375416000;;375416000;-133803000;241613000;;241613000;241613000
MTB;335339;USD;2015;Q2;2015-06-30;2015-08-05;2016-08-04;132356000;133116000;1180155000;-30000000;1150155000;-696628000;453527000;;453527000;-166839000;286688000;;286688000;286688000
MTB;335339;USD;2015;Q3;2015-09-30;2015-10-30;2016-11-04;132630000;133376000;1132526000;-44000000;1088526000;-653816000;434710000;;434710000;-154309000;280401000;;280401000;280401000
MTB;335339;USD;2015;Q4;2015-12-31;2016-02-19;2017-02-22;150177000;150871000;1255152000;-58000000;1197152000;-786113000;411039000;;411039000;-140074000;270965000;;270965000;270965000
MTB;335339;USD;2016;Q1;2016-03-31;2016-04-29;2017-05-05;158734000;159181000;1292897000;-49000000;1243897000;-776095000;467802000;;467802000;-169274000;298528000;;298528000;298528000
MTB;335339;USD;2016;Q2;2016-06-30;2016-08-04;2017-08-07;157802000;158341000;1312073000;-32000000;1280073000;-749895000;530178000;;530178000;-194147000;336031000;;336031000;336031000
MTB;335339;USD;2016;Q3;2016-09-30;2016-11-04;2017-11-03;155493000;156026000;1349690000;-47000000;1302690000;-752392000;550298000;;550298000;-200314000;349984000;;349984000;349984000
MTB;335339;USD;2016;Q4;2016-12-31;2017-02-22;2017-02-22;155091000;155668000;1341223000;-62000000;1279223000;-769103000;510120000;;510120000;-179549000;330571000;;330571000;330571000
MTB;335339;USD;2017;Q1;2017-03-31;2017-05-05;2017-05-05;154427000;154949000;1361105000;-55000000;1306105000;-787852000;518253000;;518253000;-169326000;348927000;;348927000;348927000
MTB;335339;USD;2017;Q2;2017-06-30;2017-08-07;2017-08-07;152857000;153276000;1399016000;-52000000;1347016000;-750635000;596381000;;596381000;-215328000;381053000;;381053000;381053000
MTB;335339;USD;2017;Q3;2017-09-30;2017-11-03;2017-11-03;151347000;151691000;1416563000;-30000000;1386563000;-806025000;580538000;;580538000;-224615000;355923000;;355923000;355923000
MTB;335339;USD;2017;Q4;2017-12-31;2018-02-22;2018-02-22;150005000;150288000;1455503000;-31000000;1424503000;-795813000;628690000;;628690000;-306287000;322403000;;322403000;322403000
MTB;335339;USD;2018;Q1;2018-03-31;2018-05-04;2018-05-04;148688000;148905000;1434213000;-43000000;1391213000;-933344000;457869000;;457869000;-105259000;352610000;;352610000;352610000
MTB;335339;USD;2018;Q2;2018-06-30;2018-08-02;2018-08-02;144825000;144998000;1466201000;-35000000;1431201000;-776577000;654624000;;654624000;-161464000;493160000;;493160000;493160000
MTB;335339;USD;2018;Q3;2018-09-30;2018-11-05;2018-11-05;142822000;142976000;1488332000;-16000000;1472332000;-775979000;696353000;;696353000;-170262000;526091000;;526091000;526091000
MTB;335339;USD;2018;Q4;2018-12-31;2019-02-20;2019-02-20;139633000;139725000;1539556000;-38000000;1501556000;-802162000;699394000;;699394000;-153175000;546219000;;546219000;546219000
MTB;335339;USD;2019;Q1;2019-03-31;2019-05-02;2019-05-02;137889000;137920000;1550825000;-22000000;1528825000;-894348000;634477000;;634477000;-151735000;482742000;;482742000;482742000
NAVI;551008;USD;2013;Q4;2013-12-31;2014-01-30;2016-02-25;433000000;445000000;866000000;-190000000;676000000;-306000000;370000000;;340000000;-130000000;210000000;59000000;269000000;264000000
NAVI;551008;USD;2014;Q1;2014-03-31;2014-05-09;2015-04-30;427000000;435000000;936000000;-185000000;751000000;-366000000;385000000;;355000000;-136000000;219000000;0;219000000;214000000
NAVI;551008;USD;2014;Q2;2014-06-30;2014-08-01;2015-08-03;422000000;430000000;937000000;-165000000;772000000;-211000000;561000000;;498000000;-191000000;307000000;;307000000;305000000
NAVI;551008;USD;2014;Q3;2014-09-30;2014-10-30;2015-10-30;415000000;423000000;912000000;-140000000;772000000;-195000000;577000000;;561000000;-200000000;361000000;-2000000;359000000;359000000
NAVI;551008;USD;2014;Q4;2014-12-31;2015-02-27;2017-02-24;404000000;412000000;789000000;-157000000;632000000;-215000000;417000000;;404000000;-154000000;250000000;;252000000;253000000
NAVI;551008;USD;2015;Q1;2015-03-31;2015-04-30;2016-04-28;398000000;405000000;832000000;-125000000;707000000;-230000000;477000000;;473000000;-181000000;292000000;0;292000000;292000000
NAVI;551008;USD;2015;Q2;2015-06-30;2015-08-03;2016-07-25;381000000;387000000;750000000;-198000000;552000000;-225000000;327000000;;295000000;-113000000;182000000;0;182000000;182000000
NAVI;551008;USD;2015;Q3;2015-09-30;2015-10-30;2016-11-07;369000000;375000000;734000000;-123000000;611000000;-228000000;383000000;;380000000;-144000000;236000000;1000000;237000000;237000000
NAVI;551008;USD;2015;Q4;2015-12-31;2016-02-25;2017-02-24;356000000;361000000;807000000;-135000000;672000000;-235000000;437000000;;432000000;-159000000;273000000;0;273000000;273000000
NAVI;551008;USD;2016;Q1;2016-03-31;2016-04-28;2017-04-27;339000000;343000000;646000000;-111000000;535000000;-247000000;288000000;;284000000;-103000000;181000000;;181000000;181000000
NAVI;551008;USD;2016;Q2;2016-06-30;2016-07-25;2017-08-01;322000000;328000000;552000000;-110000000;442000000;-230000000;212000000;;206000000;-81000000;125000000;;125000000;125000000
NAVI;551008;USD;2016;Q3;2016-09-30;2016-11-07;2017-10-27;310000000;316000000;723000000;-106000000;617000000;-228000000;389000000;;377000000;-147000000;230000000;;230000000;230000000
NAVI;551008;USD;2016;Q4;2016-12-31;2017-02-24;2017-02-24;293000000;301000000;603000000;-102000000;501000000;-246000000;255000000;;241000000;-96000000;145000000;;145000000;145000000
NAVI;551008;USD;2017;Q1;2017-03-31;2017-04-27;2017-04-27;289000000;296000000;492000000;-107000000;385000000;-238000000;147000000;;141000000;-53000000;88000000;;88000000;88000000
NAVI;551008;USD;2017;Q2;2017-06-30;2017-08-01;2017-08-01;280000000;285000000;513000000;-105000000;408000000;-230000000;178000000;;172000000;-60000000;112000000;;112000000;112000000
NAVI;551008;USD;2017;Q3;2017-09-30;2017-10-27;2017-10-27;269000000;274000000;618000000;-105000000;513000000;-238000000;275000000;;269000000;-93000000;176000000;;176000000;176000000
NAVI;551008;USD;2017;Q4;2017-12-31;2018-02-26;2018-02-26;262000000;269000000;585000000;-109000000;476000000;-260000000;216000000;;182000000;-266000000;-84000000;;-84000000;-84000000
NAVI;551008;USD;2018;Q1;2018-03-31;2018-05-03;2018-05-03;264000000;269000000;540000000;-87000000;453000000;-275000000;178000000;;162000000;-36000000;126000000;;126000000;126000000
NAVI;551008;USD;2018;Q2;2018-06-30;2018-08-03;2018-08-03;265000000;269000000;434000000;-112000000;322000000;-201000000;121000000;;113000000;-30000000;83000000;;83000000;83000000
NAVI;551008;USD;2018;Q3;2018-09-30;2018-11-02;2018-11-02;260000000;264000000;511000000;-85000000;426000000;-255000000;171000000;;147000000;-33000000;114000000;;114000000;114000000
NAVI;551008;USD;2018;Q4;2018-12-31;2019-02-26;2019-02-26;251000000;254000000;457000000;-86000000;371000000;-253000000;118000000;;106000000;-34000000;72000000;;72000000;72000000
NAVI;551008;USD;2019;Q1;2019-03-31;2019-05-03;2019-05-03;244000000;247000000;504000000;-76000000;428000000;-256000000;172000000;;164000000;-36000000;128000000;;128000000;128000000
NKSH;129536;USD;2011;Q2;2011-06-30;2011-08-08;2012-08-08;6936501;6946852;12219000;-753000;11466000;-5284000;6182000;;5441000;-1225000;4216000;;4216000;4216000
NKSH;129536;USD;2011;Q3;2011-09-30;2011-11-09;2012-11-07;6937974;6945174;12424000;-643000;11781000;-5196000;6585000;;5894000;-1385000;4509000;;4509000;4509000
NKSH;129536;USD;2011;Q4;2011-12-31;2012-02-08;2014-03-12;6939221;6953976;12588000;-753000;11835000;-4570000;7265000;;6414000;-1525000;4889000;;4889000;4889000
NKSH;129536;USD;2012;Q1;2012-03-31;2012-05-09;2013-05-08;6939974;6954637;12149000;-672000;11477000;-5091000;6386000;;5766000;-1337000;4429000;;4429000;4429000
NKSH;129536;USD;2012;Q2;2012-06-30;2012-08-08;2013-08-08;6939974;6957445;12447000;-1104000;11343000;-4990000;6353000;;5612000;-1272000;4340000;;4340000;4340000
NKSH;129536;USD;2012;Q3;2012-09-30;2012-11-07;2013-11-08;6941757;6962852;12409000;-778000;11631000;-5423000;6208000;;5543000;-1250000;4293000;;4293000;4293000
NKSH;129536;USD;2012;Q4;2012-12-31;2013-03-08;2015-03-11;6947939;6964534;12596000;-580000;12016000;-5321000;6695000;;6071000;-1386000;4685000;;4685000;4685000
NKSH;129536;USD;2013;Q1;2013-03-31;2013-05-08;2014-05-12;6947974;6969073;12013000;-671000;11342000;-5337000;6005000;;5378000;-1162000;4216000;;4216000;4216000
NKSH;129536;USD;2013;Q2;2013-06-30;2013-08-08;2014-08-06;6947974;6968348;12253000;-355000;11898000;-5426000;6472000;;5761000;-1326000;4435000;;4435000;4435000
NKSH;129536;USD;2013;Q3;2013-09-30;2013-11-08;2014-11-03;6947974;6972769;12306000;-303000;12003000;-5435000;6568000;;5860000;-1343000;4517000;;4517000;4517000
NKSH;129536;USD;2013;Q4;2013-12-31;2014-03-12;2016-03-09;6947974;6963382;12365000;-202000;12163000;-5259000;6904000;;6108000;-1486000;4622000;;4622000;4622000
NKSH;129536;USD;2014;Q1;2014-03-31;2014-05-12;2015-05-07;6947974;6963865;12038000;-103000;11935000;-5556000;6379000;;5753000;-1349000;4404000;;4404000;4404000
NKSH;129536;USD;2014;Q2;2014-06-30;2014-08-06;2015-08-06;6947974;6960683;12103000;-701000;11402000;-5311000;6091000;;5342000;-1233000;4109000;;4109000;4109000
NKSH;129536;USD;2014;Q3;2014-09-30;2014-11-03;2015-11-05;6948681;6956777;12058000;-356000;11702000;-5344000;6358000;;5587000;-1324000;4263000;;4263000;4263000
NKSH;129536;USD;2014;Q4;2014-12-31;2015-03-11;2016-03-09;6950527;6955211;11966000;-481000;11485000;-5259000;6226000;;5410000;-1272000;4138000;;4138000;4138000
NKSH;129536;USD;2015;Q1;2015-03-31;2015-05-07;2016-05-09;6950474;6955023;11958000;-201000;11757000;-5606000;6151000;;5077000;-1111000;3966000;;3966000;3966000
NKSH;129536;USD;2015;Q2;2015-06-30;2015-08-06;2016-08-05;6952540;6956039;12140000;-355000;11785000;-5647000;6138000;;5420000;-1310000;4110000;;4110000;4110000
NKSH;129536;USD;2015;Q3;2015-09-30;2015-11-05;2015-11-05;6955126;6959168;12040000;-178000;11862000;-5569000;6293000;;5540000;-1341000;4199000;;4199000;4199000
NKSH;129536;USD;2015;Q4;2015-12-31;2016-03-09;2016-03-09;6957256;6958146;12079000;-1275000;10804000;-5513000;5291000;;4536000;-978000;3558000;;3558000;3558000
NKSH;129536;USD;2016;Q1;2016-03-31;2016-05-09;2016-05-09;6957974;6957974;11757000;-203000;11554000;-5993000;5561000;;4870000;-1091000;3779000;;3779000;3779000
NKSH;129536;USD;2016;Q2;2016-06-30;2016-08-05;2016-08-05;6957974;6957974;11847000;-654000;11193000;-5487000;5706000;;4955000;-1090000;3865000;;3865000;3865000
NKSH;129536;USD;2016;Q3;2016-09-30;2016-11-04;2017-11-08;6957974;6957974;11619000;-291000;11328000;-5834000;5494000;;4708000;-880000;3828000;;3828000;3828000
NKSH;129536;USD;2016;Q4;2016-12-31;2017-03-08;2017-03-08;6957974;6957974;11473000;-502000;10971000;-5584000;5387000;;4361000;-891000;3470000;;3470000;3470000
NKSH;129536;USD;2017;Q1;2017-03-31;2017-05-10;2017-05-10;6957974;6957974;11714000;-59000;11655000;-6253000;5402000;;4718000;-1069000;3649000;;3649000;3649000
NKSH;129536;USD;2017;Q2;2017-06-30;2017-08-09;2017-08-09;6957974;6957974;11702000;-464000;11238000;-5918000;5320000;;4540000;-970000;3570000;;3570000;3570000
NKSH;129536;USD;2017;Q3;2017-09-30;2017-11-08;2017-11-08;6957974;6957974;11878000;-201000;11677000;-5971000;5706000;;4932000;-1147000;3785000;;3785000;3785000
NKSH;129536;USD;2017;Q4;2017-12-31;2018-03-14;2018-03-14;6957974;6957974;12220000;567000;12787000;-5877000;6910000;;6195000;-3107000;3088000;;3088000;3088000
NKSH;129536;USD;2018;Q1;2018-03-31;2018-05-09;2018-05-09;6957974;6957974;11426000;472000;11898000;-6355000;5543000;;3734000;-438000;3296000;;3296000;3296000
NKSH;129536;USD;2018;Q2;2018-06-30;2018-08-08;2018-08-08;6957974;6957974;11449000;-342000;11107000;-5973000;5134000;;4683000;-642000;4041000;;4041000;4041000
NKSH;129536;USD;2018;Q3;2018-09-30;2018-11-07;2018-11-07;6957974;6957974;11614000;-223000;11391000;-6189000;5202000;;4928000;-677000;4251000;;4251000;4251000
NKSH;129536;USD;2018;Q4;2018-12-31;2019-03-13;2019-03-13;6957974;6957974;11417000;174000;11591000;-8206000;3385000;;5366000;-803000;4563000;;4563000;4563000
NKSH;129536;USD;2019;Q1;2019-03-31;2019-05-08;2019-05-08;6839733;6839733;11834000;-200000;11634000;-6440000;5194000;;5169000;-726000;4443000;;4443000;4443000
NTRS;407194;USD;2008;Q3;2008-09-30;2008-10-30;2009-10-30;221899198;221899198;926200000;-25000000;901200000;-1124000000;-222800000;;-252800000;104500000;-148300000;;-148300000;-148300000
NTRS;407194;USD;2008;Q4;2008-12-31;2009-01-30;2011-02-25;222951632;223492361;1137500000;-60000000;1077500000;-585200000;492300000;;522300000;-180000000;342300000;;342300000;330300000
NTRS;407194;USD;2009;Q1;2009-03-31;2009-04-30;2010-04-30;223357446;224401185;893600000;-55000000;838600000;-593500000;245100000;;245100000;-83300000;161800000;;161800000;138800000
NTRS;407194;USD;2009;Q2;2009-06-30;2009-07-30;2010-08-26;235455068;236346486;1035200000;-60000000;975200000;-502700000;472500000;;472500000;-158300000;314200000;;314200000;226100000
NTRS;407194;USD;2009;Q3;2009-09-30;2009-10-30;2010-10-27;241415698;242631248;917700000;-60000000;857700000;-617000000;240700000;;258500000;-70600000;187900000;;187900000;187900000
NTRS;407194;USD;2009;Q4;2009-12-31;2010-01-30;2012-02-24;241819304;242285197;940400000;-40000000;900400000;-621300000;279100000;;279100000;-78800000;200300000;;200300000;200300000
NTRS;407194;USD;2010;Q1;2010-03-31;2010-04-30;2011-04-29;241724178;242513391;897900000;-40000000;857900000;-619700000;238200000;;238200000;-81000000;157200000;;157200000;157200000
NTRS;407194;USD;2010;Q2;2010-06-30;2010-08-26;2011-07-29;242045799;242597066;964200000;-50000000;914200000;-627100000;287100000;;299800000;-100200000;199600000;;199600000;199600000
NTRS;407194;USD;2010;Q3;2010-09-30;2010-10-27;2011-10-28;242124461;242158427;889500000;-30000000;859500000;-622100000;237400000;;237400000;-81800000;155600000;;155600000;155600000
NTRS;407194;USD;2010;Q4;2010-12-31;2011-02-25;2013-02-26;242220666;242741240;896100000;-40000000;856100000;-662000000;194100000;;214400000;-57300000;157100000;;157100000;157100000
NTRS;407194;USD;2011;Q1;2011-03-31;2011-04-29;2012-04-30;242126162;242969629;897900000;-15000000;882900000;-663000000;219900000;;230000000;-79000000;151000000;;151000000;151000000
NTRS;407194;USD;2011;Q2;2011-06-30;2011-07-29;2012-07-27;241484195;241912058;944800000;-10000000;934800000;-705300000;229500000;;229500000;-77500000;152000000;;152000000;152000000
NTRS;407194;USD;2011;Q3;2011-09-30;2011-10-28;2012-10-26;240991491;241193993;971500000;-17500000;954000000;-701200000;252800000;;252800000;-82400000;170400000;;170400000;170400000
NTRS;407194;USD;2011;Q4;2011-12-31;2012-02-24;2014-02-26;241003392;241169856;955700000;-12500000;943200000;-784800000;158400000;;171400000;-41200000;130200000;;130200000;130200000
NTRS;407194;USD;2012;Q1;2012-03-31;2012-04-30;2013-04-30;241090093;241556096;965400000;-5000000;960400000;-723600000;236800000;;236800000;-75600000;161200000;;161200000;161200000
